asesor_codigo,numero,cliente_razon_social,trabajo,cantidad,COTIZACION::total,fecha_ingreso,fecha_entrega,linea_negocio,estado_orden,factura_cantidad_nuevo,factura_subtotal_nuevo
CTAG,24376,RECREAR REDIEDITORES CIA. LTDA.,LIBRO DISCOVER 6,2000,2959.998,01/04/2026 0:00,13/04/2026 0:00,EDITORIAL,FACTURADO,2000,2959.998
CTAG,24377,RECREAR REDIEDITORES CIA. LTDA.,LIBRO DISCOVER 7,1650,2904,01/04/2026 0:00,13/04/2026 0:00,EDITORIAL,FACTURADO,1650,2904
BV,24378,ANDRANGO PINEIDA JOFFRE EFRAIN,LIBRO ROBOSTEAM INICIAL 2 - 4 AÑOS,1500,4800,01/04/2026 0:00,09/04/2026 0:00,EDITORIAL,FACTURADO,1500,4800
BV,24379,ANDRANGO PINEIDA JOFFRE EFRAIN,REIMPRESIÓN LIBRO ROBO STEAM PREPARATORIA 5 AÑOS,1000,3099.996,01/04/2026 0:00,17/04/2026 0:00,EDITORIAL,FACTURADO,1000,3099.996
BV,24380,THATBOOK S.A.S. B.I.C.,LIBRO LUDO ARTE 6,2000,4199.998,02/04/2026 0:00,18/04/2026 0:00,EDITORIAL,FACTURADO,2000,4199.998
BV,24381,THATBOOK S.A.S. B.I.C.,LIBRO LUDO ARTE 7,2000,4199.998,02/04/2026 0:00,18/04/2026 0:00,EDITORIAL,FACTURADO,2000,4199.998
BV,24382,THATBOOK S.A.S. B.I.C.,LIBRO LUDO ARTE 8,2000,4199.998,02/04/2026 0:00,18/04/2026 0:00,EDITORIAL,FACTURADO,2000,4199.998
BV,24383,THATBOOK S.A.S. B.I.C.,LIBRO LUDO ARTE 9,2000,4199.998,02/04/2026 0:00,18/04/2026 0:00,EDITORIAL,FACTURADO,2000,4199.998
BV,24384,THATBOOK S.A.S. B.I.C.,LIBRO LUDO ARTE 10,2000,4199.998,02/04/2026 0:00,18/04/2026 0:00,EDITORIAL,FACTURADO,2000,4199.998
MC,24385,YUNNY RIVERA CUSME,"REIMPRESIÓN LIBRO I KNOW KIDS 3 - ANILLADO
",2000,3999.996,02/04/2026 0:00,15/04/2026 0:00,PUBLICOMERCIAL,FACTURADO,2000,3999.996
BV,24386,HOLGUINCORP S.A.S,LIBRO MATEMATICA 7 EGB,1000,3639.999,02/04/2026 0:00,14/04/2026 0:00,EDITORIAL,FACTURADO,1000,3639.999
BV,24387,HOLGUINCORP S.A.S,LIBRO BIOLOGIA 1 BGU,1000,3630.004,02/04/2026 0:00,22/04/2026 0:00,EDITORIAL,FACTURADO,1000,3630.004
BV,24388,HOLGUINCORP S.A.S,LIBRO MATEMATICA 8 EGB,1000,4150,02/04/2026 0:00,14/04/2026 0:00,EDITORIAL,FACTURADO,1000,4150
BV,24389,HOLGUINCORP S.A.S,LIBRO MATEMATICA 10 EGB,1000,4150,02/04/2026 0:00,16/04/2026 0:00,EDITORIAL,FACTURADO,1000,4150
CTAG,24391,CHAIDE Y CHAIDE S.A,REIMPRESIÓN - COD.63 ETIQUETA COLCHON BABY CHAIDE,5000,749.9973393,06/04/2026 0:00,09/04/2026 0:00,PUBLICOMERCIAL,DESPACHOS - ENTREGA TOTAL,1182,177.298818
MC,24392,YUNNY RIVERA CUSME,REIMPRESIÓN LIBRO CALIGRAFITOS PLUS 4 EGB,2000,3300,06/04/2026 0:00,16/04/2026 0:00,EDITORIAL,FACTURADO,2000,3300
MC,24393,YUNNY RIVERA CUSME,REIMPRESIÓN LIBRO CALIGRAFITOS PLUS 6 EGB,2000,3300,06/04/2026 0:00,16/04/2026 0:00,EDITORIAL,FACTURADO,2000,3300
MC,24394,YUNNY RIVERA CUSME,REIMPRESIÓN LIBRO CALIGRAFITOS PLUS 7 EGB,2000,3300,06/04/2026 0:00,15/04/2026 0:00,EDITORIAL,FACTURADO,2000,3300
BV,24395,UMCO S.A.,reimpresión SEPARADOR papel earth 27x27,70000,1470,07/04/2026 0:00,15/04/2026 0:00,PUBLICOMERCIAL,FACTURADO,70000,1470
BV,24396,HOLGUINCORP S.A.S,CARTILLAS LICENCIAS COLECTUM,1000,489.004,08/04/2026 0:00,10/04/2026 0:00,PUBLICOMERCIAL,FACTURADO,1000,489.004
BV,24397,THATBOOK S.A.S. B.I.C.,LIBRO HABIA UNA VEZ 4,1650,4042.5,09/04/2026 0:00,23/04/2026 0:00,EDITORIAL,FACTURADO,1650,4042.5
BV,24398,THATBOOK S.A.S. B.I.C.,LIBRO HABIA UNA VEZ 5,1650,4042.5,09/04/2026 0:00,23/04/2026 0:00,EDITORIAL,FACTURADO,1650,4042.5
BV,24399,THATBOOK S.A.S. B.I.C.,LIBRO HABIA UNA VEZ 6,1650,4042.5,09/04/2026 0:00,23/04/2026 0:00,EDITORIAL,FACTURADO,1650,4042.5
BV,24400,THATBOOK S.A.S. B.I.C.,LIBRO HABIA UNA VEZ 7,1650,4042.5,09/04/2026 0:00,23/04/2026 0:00,EDITORIAL,FACTURADO,1650,4042.5
ASS,24401,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,Diccionario de competencias,100,564.9952,09/04/2026 0:00,10/04/2026 0:00,PUBLICOMERCIAL,FACTURADO,100,564.9952
MC,24402,INTERNATIONAL EDUCATION INTEREDU S.A.S.,LIBROS SCIENCE EXPERIENCE 8,1000,3430.003,10/04/2026 0:00,21/04/2026 0:00,EDITORIAL,FACTURADO,1000,3430.003
MC,24403,INTERNATIONAL EDUCATION INTEREDU S.A.S.,LIBROS SCIENCE EXPERIENCE 9,1000,3238.003,10/04/2026 0:00,21/04/2026 0:00,EDITORIAL,FACTURADO,1000,3238.003
MC,24404,INTERNATIONAL EDUCATION INTEREDU S.A.S.,LIBROS SCIENCE EXPERIENCE 10,1000,3238.003,10/04/2026 0:00,21/04/2026 0:00,EDITORIAL,FACTURADO,1000,3238.003
ASS,24405,BFS ECUADOR S.A,NIDO IMPRESO,1000,411.996,10/04/2026 0:00,,PUBLICOMERCIAL,FACTURADO,1000,411.996
CTAG,24406,BENALCÁZAR DURÁN ALVARO FABRICIO,FOLLETOS MERCEDES DE JESUS MOLINA,100,199.9965,10/04/2026 0:00,11/04/2026 0:00,PUBLICOMERCIAL,DESPACHOS - ENTREGA TOTAL,,
ASS,24407,OTECEL S.A.,VOLANTES MOVISTAR CAMPAÑA MADRES,126000,2267.999777,13/04/2026 0:00,15/04/2026 0:00,PUBLICOMERCIAL,DESPACHOS - ENTREGA TOTAL,,
BV,24408,NATURES SUNSHINE PRODUCTS DEL ECUADOR S.A.,CATÁLOGO de producto 2026,3000,3099,13/04/2026 0:00,17/04/2026 0:00,PUBLICOMERCIAL,FACTURADO,3000,3099
MC,24409,MIRIAN SUSANA CARRERA,reimpresion GUIA DE USUARIO ALARMA,3000,809.9989797,13/04/2026 0:00,04/05/2026 0:00,PUBLICOMERCIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
BV,24410,GUEVARA FANNY MARITZA,REVISTA BUEN VIAJE # 176,1500,2205,13/04/2026 0:00,17/04/2026 0:00,PUBLICOMERCIAL,FACTURADO,1500,2205
BV,24411,BUSSINES MARKETING PUBLICIDAD CIA LTDA,SUPLEMENTOS AEBE ABRIL 2026 ,15300,3000.0087,13/04/2026 0:00,16/04/2026 0:00,PUBLICOMERCIAL,FACTURADO,15300,3000.0087
BV,24412,ANDRANGO PINEIDA JOFFRE EFRAIN,REIMPRESIÓN LIBROS ROBOSTEAM 8VO,1000,3050,13/04/2026 0:00,22/04/2026 0:00,EDITORIAL,FACTURADO,1000,3050
BV,24413,ANDRANGO PINEIDA JOFFRE EFRAIN,REIMPRESIÓN LIBROS ROBOSTEAM 9NO,1000,3050,14/04/2026 0:00,22/04/2026 0:00,EDITORIAL,FACTURADO,1000,3050
BV,24414,ANDRANGO PINEIDA JOFFRE EFRAIN,REIMPRESIÓN LIBROS ROBOSTEAM 10MO,1000,3149.997,14/04/2026 0:00,22/04/2026 0:00,EDITORIAL,FACTURADO,1000,3149.997
BV,24415,ANDRANGO PINEIDA JOFFRE EFRAIN,REIMPRESIÓN LIBROS ROBOSTEAM B1,1000,1979.999,14/04/2026 0:00,23/04/2026 0:00,EDITORIAL,FACTURADO,1000,1979.999
BV,24416,ANDRANGO PINEIDA JOFFRE EFRAIN,REIMPRESIÓN LIBROS ROBOSTEAM B2,500,1564.996,14/04/2026 0:00,23/04/2026 0:00,EDITORIAL,FACTURADO,500,1564.996
BV,24417,ANDRANGO PINEIDA JOFFRE EFRAIN,REIMPRESIÓN LIBROS ROBOSTEAM B3,500,1475.003,14/04/2026 0:00,23/04/2026 0:00,EDITORIAL,FACTURADO,500,1475.003
MC,24418,YUNNY RIVERA CUSME,LIBRO TICS,1000,2740,14/04/2026 0:00,22/04/2026 0:00,PUBLICOMERCIAL,FACTURADO,1000,2740
BV,24419,THATBOOK S.A.S. B.I.C.,LIBRO HABIA UNA VEZ 8,1650,4042.5,16/04/2026 0:00,27/04/2026 0:00,EDITORIAL,FACTURADO,1650,4042.5
BV,24420,THATBOOK S.A.S. B.I.C.,LIBRO HABIA UNA VEZ 9,1650,4042.5033,16/04/2026 0:00,27/04/2026 0:00,EDITORIAL,FACTURADO,1650,4042.5033
BV,24421,THATBOOK S.A.S. B.I.C.,LIBRO HABIA UNA VEZ 10,1650,4042.5,16/04/2026 0:00,27/04/2026 0:00,EDITORIAL,FACTURADO,1650,4042.5
CTAG,24424,BENALCÁZAR DURÁN ALVARO FABRICIO,FOLLETOS MERCEDES DE JESUS MOLINA,50000,6599.99911,17/04/2026 0:00,29/04/2026 0:00,PUBLICOMERCIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
CTAG,24425,MARCO ALDANA,LIBROS EDUCATIVOS,20000,599.9978355,17/04/2026 0:00,29/04/2026 0:00,EDITORIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,20000,600
ASS,24426,AGLOMERADOS COTOPAXI S.A,cuaderno 18x25 pasta dura,1000,4599.995829,17/04/2026 0:00,29/04/2026 0:00,PUBLICOMERCIAL,ANILLADO,,
ASS,24428,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,TARJETAS,580,149.9996,21/04/2026 0:00,21/04/2026 0:00,PUBLICOMERCIAL,FACTURADO,580,149.9996
ASS,24429,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 8,1000,1849.998013,21/04/2026 0:00,29/04/2026 0:00,EDITORIAL,ENCOLADO,1000,1849.998
ASS,24430,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 9,1000,1849.998013,21/04/2026 0:00,29/04/2026 0:00,EDITORIAL,ENCOLADO,1000,1849.998
ASS,24431,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 10,1000,1849.998013,21/04/2026 0:00,29/04/2026 0:00,EDITORIAL,ENCOLADO,1000,1849.998
ASS,24432,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 1BGU,1000,1849.998013,21/04/2026 0:00,29/04/2026 0:00,EDITORIAL,ENCOLADO,1000,1849.998
ASS,24433,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 2BGU,1000,1849.998013,21/04/2026 0:00,29/04/2026 0:00,EDITORIAL,ENCOLADO,1000,1849.998
ASS,24434,INTRIAGO FRAY OSCAR PASTOR,LIBRO LEER ES PODER 8,500,1099.998087,21/04/2026 0:00,29/04/2026 0:00,PUBLICOMERCIAL,ENCOLADO,500,1099.998
MC,24435,ASOCIACION DE FOTOGRAFOS ECUATORIANOS,Directorio # 6,500,4309.997437,21/04/2026 0:00,11/05/2026 0:00,EDITORIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
MC,24436,YUNNY RIVERA CUSME,LIBRO BRING UP ENGLISH STUDENT´S BOOK 9,2000,3899.995726,21/04/2026 0:00,04/05/2026 0:00,EDITORIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
MC,24437,YUNNY RIVERA CUSME,LIBRO BRING UP ENGLISH STUDENT´S BOOK 1,2000,3899.995726,21/04/2026 0:00,04/05/2026 0:00,EDITORIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
MC,24438,YUNNY RIVERA CUSME,LIBRO BRING UP ENGLISH STUDENT´S BOOK 2,2000,3899.995726,21/04/2026 0:00,04/05/2026 0:00,EDITORIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
MC,24439,YUNNY RIVERA CUSME,LIBRO BRING UP ENGLISH STUDENT´S BOOK 3,2000,3899.995726,21/04/2026 0:00,04/05/2026 0:00,EDITORIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
CTAG,24440,CHAIDE Y CHAIDE S.A,REIMPRESION COD.1148 ETIQUETA ALMOHADA ANTIREFLUJO B,500,624.99633,22/04/2026 0:00,30/04/2026 0:00,PUBLICOMERCIAL,DESPACHOS - POR ENTREGAR,100,124.9993
MC,24441,YUNNY RIVERA CUSME,reimpresión LIBRO ECA 1 - crearte,2500,4499.999448,22/04/2026 0:00,28/04/2026 0:00,EDITORIAL,DESPACHOS - POR ENTREGAR,2500,4500
MC,24442,YUNNY  RIVERA  CUSME,LIBRO INICAL 4 - ANILLADO,2000,4000.000576,22/04/2026 0:00,28/04/2026 0:00,PUBLICOMERCIAL,GUILLOTINADO,2000,4000
MC,24443,YUNNY RIVERA CUSME,LIBRO EMPRENDIMIENTO 1,1500,3599.999497,22/04/2026 0:00,28/04/2026 0:00,PUBLICOMERCIAL,DESPACHOS - POR ENTREGAR,1500,3600
MC,24444,YUNNY RIVERA CUSME,LIBRO EMPRENDIMIENTO 2,1500,3854.998579,22/04/2026 0:00,28/04/2026 0:00,PUBLICOMERCIAL,DESPACHOS - POR ENTREGAR,1500,3854.9985
MC,24445,YUNNY RIVERA CUSME,LIBRO EMPRENDIMIENTO 3,1500,3974.995116,22/04/2026 0:00,28/04/2026 0:00,PUBLICOMERCIAL,DESPACHOS - POR ENTREGAR,1500,3974.9955
ASS,24446,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,TARJETAS DE PRESENTACIÓN,100,132.0048,22/04/2026 0:00,24/04/2026 0:00,PUBLICOMERCIAL,FACTURADO,100,132.0048
ASS,24447,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,tarjetas conmemorativas,580,376.99942,22/04/2026 0:00,24/04/2026 0:00,PUBLICOMERCIAL,FACTURADO,580,376.99942
ASS,24448,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,DIPLOMAS,10,25.00135,22/04/2026 0:00,24/04/2026 0:00,PUBLICOMERCIAL,FACTURADO,10,25.00135
ASS,24449,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,PORTA TARJETAS,10,30.00343,22/04/2026 0:00,24/04/2026 0:00,PUBLICOMERCIAL,FACTURADO,10,30.00343
ASS,24450,AGLOMERADOS COTOPAXI S.A,ETIQUETAS PARA TABLILLA - MELA RESIST Y PANELES DECORATIVOS,27000,2969.998668,23/04/2026 0:00,16/05/2026 0:00,PUBLICOMERCIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
CTAG,24451,GESTIÓN PUBLICIDAD CESPU CIA. LTDA.,CARTILLAS,1000,3050.001107,23/04/2026 0:00,07/05/2026 0:00,PUBLICOMERCIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
CTAG,24452,SALAZAR-EDITORES S.A.S.,REIMPRESIÓN magica travesuras 4-5 años,1000,11000.0013,23/04/2026 0:00,15/05/2026 0:00,PUBLICOMERCIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
CTAG,24453,ALISERVIS S.A.,REIMPRESION VOLANTES PROMO MAYO 2026 $10.49 PIZZA FAMILIA 1 INGREDIENTE - 5 MOTIVOS,479750,5037.385172,24/04/2026 0:00,04/05/2026 0:00,PUBLICOMERCIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
ASS,24455,LE@+ EDITORES,LIBRO ECA PIKASO 2 EGB,3000,4800.000674,25/04/2026 0:00,29/04/2026 0:00,EDITORIAL,PLEGADO,,
ASS,24456,LE@+ EDITORES,LIBRO ECA PIKASO 3 EGB,3000,4800.000674,25/04/2026 0:00,29/04/2026 0:00,EDITORIAL,PRENSAS - OFFSET,,
ASS,24457,LE@+ EDITORES,LIBRO ECA PIKASO 4 EGB,3000,4800.000674,25/04/2026 0:00,29/04/2026 0:00,EDITORIAL,PRENSAS - OFFSET,,
MC,24458,TIPAN UMATAMBO SEGUNDO MARCO,"REIMPRESIÓN LIBRO SUEÑOS DE MAR Y SOL - INICIAL 2
",2500,15625.00321,27/04/2026 0:00,21/05/2026 0:00,PUBLICOMERCIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
MC,24459,SANCHEZ CARRASCO PAUL VICENTE,REIMPRESIÓN LIBRO RINCONES MÁGICOS EDUCACIÓN INICIAL 2,1000,9300.000155,27/04/2026 0:00,07/05/2026 0:00,EDITORIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
MC,24460,TIPAN UMATAMBO SEGUNDO MARCO,LIBRO ANDRESITO EXPLORADOR - INICIAL 1 PLUS,2000,12500.00188,27/04/2026 0:00,21/05/2026 0:00,EDITORIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
MC,24461,YUNNY RIVERA CUSME,REIMPRESIÓN LIBRO CALIGRAFITO plus 1 egb,2000,4799.999245,27/04/2026 0:00,07/05/2026 0:00,EDITORIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
CTAG,24463,SALAZAR-EDITORES S.A.S.,LIBRO INGLES STAR UP 1,3000,5250.001373,28/04/2026 0:00,,PUBLICOMERCIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
CTAG,24464,SALAZAR-EDITORES S.A.S.,LIBRO INGLES STAR UP 2,3000,5249.998402,28/04/2026 0:00,,PUBLICOMERCIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
CTAG,24465,SALAZAR-EDITORES S.A.S.,LIBRO INGLES STAR UP 3,3000,5249.998402,28/04/2026 0:00,,PUBLICOMERCIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
CTAG,24466,SALAZAR-EDITORES S.A.S.,LIBRO INGLES STAR UP 4,3000,5249.998402,28/04/2026 0:00,,PUBLICOMERCIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
CTAG,24467,SALAZAR-EDITORES S.A.S.,LIBRO INGLES STAR UP 5,3000,5250.001373,28/04/2026 0:00,,PUBLICOMERCIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
CTAG,24468,SALAZAR-EDITORES S.A.S.,LIBRO INGLES STAR UP 6,3000,5249.998402,28/04/2026 0:00,,PUBLICOMERCIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
MC,24469,YUNNY RIVERA CUSME,REIMPRESION LIBROS I KNOW 9,1000,1650.000676,28/04/2026 0:00,08/05/2026 0:00,EDITORIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
MC,24470,YUNNY RIVERA CUSME,REIMPRESIÓN LIBROS ECA 1 BGU - CREARTE,2000,3460.001069,28/04/2026 0:00,07/05/2026 0:00,EDITORIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
MC,24471,YUNNY RIVERA CUSME,REIMPRESIÓN LIBROS ECA 2 BGU - CREARTE,2000,3460.001069,28/04/2026 0:00,07/05/2026 0:00,EDITORIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
ASS,24472,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,manuales,580,697.9999011,28/04/2026 0:00,06/05/2026 0:00,PUBLICOMERCIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
BV,24473,UMCO S.A.,reimpresimón SEPARADOR 64x45,10000,877.0014825,28/04/2026 0:00,04/05/2026 0:00,PUBLICOMERCIAL,COTIZACION CERRADA - ESPERANDO APROBACION PC,,
BV,24227,UMCO S.A.,reimpresimón SEPARADOR papel earth 27x27,50000,1050,02/02/2026 0:00,06/02/2026 0:00,PUBLICOMERCIAL,FACTURADO,50000,1050
BV,24228,JABONERIA WILSON S.A.,STICKERS PRUÉBALO GRATIS,90000,1071,02/02/2026 0:00,06/02/2026 0:00,PUBLICOMERCIAL,FACTURADO,90000,1071
BV,24229,RIJABAL S.A.,LIBRO LENGUA Y LITERATURA 1,1300,2569.983,03/02/2026 0:00,09/02/2026 0:00,EDITORIAL,FACTURADO,1300,2569.983
BV,24230,RIJABAL S.A.,LIBRo LENGUA Y LITERATURA 2,1300,2734.68,03/02/2026 0:00,09/02/2026 0:00,EDITORIAL,FACTURADO,1300,2734.68
BV,24231,RIJABAL S.A.,LIBRO LENGUA Y LITERATURA 3,1300,2717,04/02/2026 0:00,09/02/2026 0:00,EDITORIAL,FACTURADO,1300,2717
CTAG,24232,ECUAEMPAQUES,IMPRESIÓN PLIEGOS ECUAEMPAQUES,10000,850,04/02/2026 0:00,24/02/2026 0:00,PUBLICOMERCIAL,FACTURADO,10000,850
BV,24233,CABASCANGO PROAÑO SONIA GERMANIA,etiqueta almohada premium,2000,201.004,04/02/2026 0:00,06/02/2026 0:00,PUBLICOMERCIAL,FACTURADO,2000,201.004
BV,24234,RIJABAL S.A.,LIBRO FÍSICA 1,1400,3053.974,04/02/2026 0:00,09/02/2026 0:00,EDITORIAL,FACTURADO,1400,3053.974
BV,24236,NATURES SUNSHINE PRODUCTS DEL ECUADOR S.A.,"Cuadernos 13,5 x 20,5 cm",264,829.667784,05/02/2026 0:00,09/02/2026 0:00,PUBLICOMERCIAL,FACTURADO,264,829.667784
MC,24237,TIPAN UMATAMBO SEGUNDO MARCO,REIMPRESIÓN LIBROS ECA 1 BGU,2000,3000,05/02/2026 0:00,11/02/2026 0:00,EDITORIAL,FACTURADO,2000,3000
MC,24238,TIPAN UMATAMBO SEGUNDO MARCO,REIMPRESIÓN LIBROS ECA 2 BGU,2000,3000,05/02/2026 0:00,11/02/2026 0:00,EDITORIAL,FACTURADO,2000,3000
MC,24239,TIPAN UMATAMBO SEGUNDO MARCO,REIMPRESION LIBROS OVERCOME YOUR ENGLISH 8,1500,2779.999995,05/02/2026 0:00,12/02/2026 0:00,EDITORIAL,FACTURADO,1500,2779.999995
MC,24240,TIPAN UMATAMBO SEGUNDO MARCO,REIMPRESION LIBROS OVERCOME YOUR ENGLISH 9,1500,2779.999995,05/02/2026 0:00,12/02/2026 0:00,EDITORIAL,FACTURADO,1500,2779.999995
MC,24241,TIPAN UMATAMBO SEGUNDO MARCO,REIMPRESION LIBROS OVERCOME YOUR ENGLISH 10,1500,2779.999995,05/02/2026 0:00,12/02/2026 0:00,EDITORIAL,FACTURADO,1500,2779.999995
MC,24242,TIPAN UMATAMBO SEGUNDO MARCO,REIMPRESIÓN PRE ESCRITURA - PRE MATEMATICA - PRE ESCRITURA 1,2000,4800,05/02/2026 0:00,13/02/2026 0:00,PUBLICOMERCIAL,FACTURADO,2000,4800
MC,24243,TIPAN UMATAMBO SEGUNDO MARCO,REIMPRESIÓN LIBRO AVENTURAS DEL ARTE 1,2000,3040,05/02/2026 0:00,13/02/2026 0:00,EDITORIAL,FACTURADO,2000,3040
MC,24244,TIPAN UMATAMBO SEGUNDO MARCO,LIBRO OVERCOME YOUR ENGLISH - INITIAL 3 YEARS,2000,4520,10/02/2026 0:00,18/02/2026 0:00,PUBLICOMERCIAL,FACTURADO,2000,4520
MC,24245,TIPAN UMATAMBO SEGUNDO MARCO,LIBRO PEQUEÑOS MATEMÁTICOS FINANCIEROS 6,1500,2820,10/02/2026 0:00,18/02/2026 0:00,EDITORIAL,FACTURADO,1500,2820
BV,24246,GUEVARA FANNY MARITZA,REVISTA BUEN VIAJE # 175,1500,2205,11/02/2026 0:00,13/02/2026 0:00,PUBLICOMERCIAL,FACTURADO,1500,2205
BV,24247,NATURES SUNSHINE PRODUCTS DEL ECUADOR S.A.,TARJETON ACAI Y CLOROFILA 2 MODELOS,1000,500.004,12/02/2026 0:00,19/02/2026 0:00,PUBLICOMERCIAL,FACTURADO,1000,500.004
BV,24248,TOYOTA DEL ECUADOR S.A.,Backing RAV 4 impresión tela + arreglo de estructura,1,293.999154,12/02/2026 0:00,13/02/2026 0:00,PUBLICOMERCIAL,FACTURADO,1,293.999154
ASS,24249,INTRIAGO FRAY OSCAR PASTOR,LIBRO ROBÓTICA - INICIAL,1000,1999.999337,13/02/2026 0:00,20/02/2026 0:00,EDITORIAL,DESPACHOS - ENTREGA TOTAL,,
ASS,24250,INTRIAGO FRAY OSCAR PASTOR,LIBRO ROBÓTICA - 1 EGB,1000,2000,13/02/2026 0:00,20/02/2026 0:00,EDITORIAL,FACTURADO,1000,2000
ASS,24251,INTRIAGO FRAY OSCAR PASTOR,LIBROS ROBÓTICA - 2 EGB,1000,2000,13/02/2026 0:00,20/02/2026 0:00,EDITORIAL,FACTURADO,1000,2000
ASS,24252,INTRIAGO FRAY OSCAR PASTOR,LIBROS ROBÓTICA - 3 EGB,1000,2000,13/02/2026 0:00,20/02/2026 0:00,EDITORIAL,FACTURADO,1000,2000
ASS,24253,INTRIAGO FRAY OSCAR PASTOR,LIBROS ROBÓTICA - 7 EGB ALUMNO Y DOCENTE,1000,2000,13/02/2026 0:00,24/02/2026 0:00,EDITORIAL,FACTURADO,1000,2000
ASS,24254,INTRIAGO FRAY OSCAR PASTOR,LIBROS ROBÓTICA - 8 EGB ALUMNO Y DOCENTE,1000,2000,13/02/2026 0:00,24/02/2026 0:00,EDITORIAL,FACTURADO,1000,2000
ASS,24255,INTRIAGO FRAY OSCAR PASTOR,LIBROS ROBÓTICA - 9 EGB ALUMNO Y DOCENTE,1000,2000,13/02/2026 0:00,24/02/2026 0:00,EDITORIAL,FACTURADO,1000,2000
ASS,24256,INTRIAGO FRAY OSCAR PASTOR,LIBROS ROBÓTICA - 10 EGB ALUMNO Y DOCENTE,1000,2000,13/02/2026 0:00,24/02/2026 0:00,EDITORIAL,FACTURADO,1000,2000
ASS,24257,INTRIAGO FRAY OSCAR PASTOR,LIBROS ROBÓTICA - 1 BGU ALUMNO Y DOCENTE,1000,2000,13/02/2026 0:00,25/02/2026 0:00,EDITORIAL,FACTURADO,1000,2000
ASS,24258,INTRIAGO FRAY OSCAR PASTOR,LIBROS ROBÓTICA - 3 BGU ALUMNO Y DOCENTE,1000,2000,13/02/2026 0:00,25/02/2026 0:00,EDITORIAL,FACTURADO,1000,2000
ASS,24259,AGLOMERADOS COTOPAXI S.A,DAMERO 2026,9000,49499.99861,18/02/2026 0:00,16/05/2026 0:00,PUBLICOMERCIAL,PRENSAS - OFFSET,9000,49500.009
ASS,24260,INTRIAGO FRAY OSCAR PASTOR,LIBROS ROBÓTICA - 2 BGU ALUMNO Y DOCENTE,1000,2000,19/02/2026 0:00,24/02/2026 0:00,EDITORIAL,FACTURADO,1000,2000
ASS,24261,INTRIAGO FRAY OSCAR PASTOR,LIBROS ROBÓTICA - 5 EGB ALUMNO Y DOCENTE,1000,2000,19/02/2026 0:00,24/02/2026 0:00,EDITORIAL,FACTURADO,1000,2000
ASS,24262,INTRIAGO FRAY OSCAR PASTOR,LIBROS ROBÓTICA - 6 EGB ALUMNO Y DOCENTE,1000,2000,19/02/2026 0:00,24/02/2026 0:00,EDITORIAL,FACTURADO,1000,2000
ASS,24263,INTRIAGO FRAY OSCAR PASTOR,LIBROS ROBÓTICA - 4 EGB,1000,2000,19/02/2026 0:00,24/02/2026 0:00,EDITORIAL,FACTURADO,1000,2000
